project_id,title,description
138,Tensorflow Transfer Learning Model for Image Classification,"Business Objective 
Image classification - Image classification refers to a process in computer vision that can classify an image according to its visual content. Image classification applications include&nbsp;recognizing various objects, such as vehicles, people, moving objects, etc., on the road to enable autonomous driving.
Transfer Learning - The reuse of a pre-trained model on a new problem is known as transfer learning in machine learning. A machine uses the knowledge learned from a prior assignment to increase prediction about a new task in transfer learning.
In this project, we will be dealing with a binary classification dataset. A model is to be built that can correctly classify a t-shirt image into plain or topographic. We will be building transfer learning models like InceptionV3 and Resnet.&nbsp;
&nbsp;
Data Description
We have a dataset of t-shirt images categorized into 2 types, namely plain(solid) and topography (contains text)
The training, testing and validation folders contain two subfolders (plain and topography) each.

Training - around 600 images
Testing - around 100 images
Validation - around 150 images

&nbsp;
Aim
To build a transfer learning model that can perform binary classification on the given dataset of images.
&nbsp;
Tech stack 

Language - Python
Libraries - pandas, numpy, seaborn, matplotlib, sklearn, tensorflow

&nbsp;
Approach 

Importing the required libraries.
Load and read the data images
Data Visualization
Model Training




Create a function for initiating Inception and Resnet models
Create a function that defines the optimizers
Add layers to the pretrained model
Function to compile the model
Fit and train the model
Plot the results
Save the model (.h5 file)




Create train and validation image data generators&nbsp;
Model Testing




Create testing images data generator
Load the saved model
Perform predictions by plotting the confusion matrix
Analysing the incorrect predictions


"
139,Detectron2 Object Detection and Segmentation Example Python,"Business Objective
&nbsp;
Antibiograms are often used by clinicians to assess local susceptibility rates to select empiric antibiotic therapy, and monitor resistance trends over time. The testing occurs in a&nbsp;medical laboratory&nbsp;and uses&nbsp;culture&nbsp;methods that expose bacteria to antibiotics to test if bacteria have genes that confer resistance. Culture methods often involve measuring the diameter of areas without bacterial growth, called zones of inhibition. The zone of inhibition is a circular area around the antibiotic spot in which the bacteria colonies do not grow. The zone of inhibition can be used to measure the susceptibility of the bacteria to the antibiotic. The process of locating the zones and related inhibitions can be automated using image detection and segmentation.
&nbsp;
Image Classification helps us classify what is contained in an image, whereas object Detection specifies the location of multiple objects in the image. On the other hand, image Segmentation will create a pixel-wise mask of each object in the images, which helps identify the shapes of different objects in the image.
&nbsp;
We have dealt with image classification in the project, Build a Multi Class Image Classification Model Python using CNN. This project will perform image detection and segmentation on a given set of images to detect the zones and inhibition of the bacteria present in a collection of images using the Detectron2 model.
&nbsp;
Data Description
&nbsp;
The dataset contains several antibiogram test images divided into training and testing folders. There are around 50 images in the training dataset and five in the testing.
&nbsp;
Aim
&nbsp;
To build a Dectectron2 model that can detect zones and inhibitions in a given image.
&nbsp;
Tech stack
&nbsp;

Language - Python
Libraries - torch, detectron2, cv2, matplotlib, numpy

&nbsp;
Approach
&nbsp;

Import Detectron2 using the git command
Importing the required libraries.
Setup the input, output, train, test and annotations.json path
Register the coco instances with register name and annotations and form a dataset with configurations (in metadatacatalog)
Data Visualization
Training the Dectectron2 model




Define a class for coco Trainer
Get the default configurations from cfg and add the necessary parameters
Load the pre-trained model weights.
Perform training on the data.




Inference model




Set the default config file and add the required parameters
Define an inference image
Load the weights of trained model
Define default predictor object
Make the predictions and visualize the results.
Interpret the generated results
Plot the bounding boxes and masks in a given image


"
140,Loan Eligibility Prediction Project using Machine learning on GCP,"Business Objective:
The primary source of profit for the banking sector is from loan interests. Hence, Banks invest a lot of time and money in analyzing a loan applicant&rsquo;s profile and their repaying capacity before granting them a loan. Going through the profile of every applicant manually and assessing each applicant&rsquo;s repaying capacity is a highly tedious job, and this is why automating this process is necessary.
To build such a predictive model, we will need a data set, also known as training data.&nbsp; In today&rsquo;s world, where data can be stored in various database structures, MySQL, a fully-featured relational database, is a widely used management system.&nbsp;
In this project, we will build an automated machine learning model to predict the repaying capacity of applicants by using MySQL as our database. The Google Cloud Platform(GCP) is used as the cloud platform to create a jupyter lab for model training.&nbsp;

Aim :
To build a predictive model with MySQL as a data store to predict if an applicant is capable of repaying the loan or not.

Tech Stack:


Language: Python


Packages: Pandas, Numpy, Scikit-Learn, XGBoost


Data Management: MySQL, DBMS, SQL queries


Cloud: GCP



Approach:
Step 1: Create a virtual machine instance in the google cloud platform
Step 2: Install Anaconda, Python, and MySQL into the virtual machine
Step 3: Configure Jupyter notebook in the Virtual machine instance
Step 4: Read training and test data from MySQL Server
Step 5: Perform data cleaning steps
Step 6: Perform Exploratory data analysis
Step 7: Build various tree-based models
Step 8: Evaluate the performance of each model using various performance metrics
Step 9: Perform predictions on the best model"
141,Linear Regression Model Project in Python for Beginners Part 1,"Overview
Regression is one of the foundational techniques in Machine Learning. Being one of the most well-understood algorithms, beginners always struggle to understand some fundamental terminology related to regression. In this series of projects, we try to give you basic ideas of underlying concepts with the help of practical examples. If you are starting your career or want to brush up on your knowledge of regression, this course is made up for you. This project begins by introducing some simple real-life examples for regression. From a brief introduction to most of the concepts used in regression to hands-on experience, this project will give you enough understanding to apply those in real-world problems. With the help of the background developed, you will code your regression model in python.
Aim
To give a gentle introduction to the fundamentals of regression and build a simple linear regression model in python.
Data Description
The dataset used is the soccer player dataset. It has information about various players from different clubs, and it provides data over ten features with a number of goals as the target variable.
Tech Stack


Language: Python


Libraries:&nbsp; pandas, statsmodel, seaborn, matplotlib, sklearn, scipy


Approach
This project starts with a real-life example for regression analysis, with an introduction to simple and multiple linear regression. Building the statistical foundation for the regression, it gives you a brief idea of the formula of regression. With this background, the first regression model in python is built. Going through the interpolation and extrapolation also explains errors in regression and Lurking variables. The point estimators of mean and variance and distributions of underlying parameters are also discussed. The coefficient of determination is also known, and R squared is briefly explained. The project ends with diagnostics and remedial measures for regression with a practical explanation.&nbsp;"
142,Isolation Forest Model and LOF for Anomaly Detection in Python,"Business Objective
In the Banking or payment industry, fraud is an illegal usage of credit card details without the real cardholder&rsquo;s knowledge. A stolen credit card/card number is usually the cause of a fraudulent charge. Once a cardholder sees a payment transaction, he did not make on his credit card statement, he/she has the right to dispute the charge by contacting his/her bank. The bank or Credit Card Company conducts an investigation and returns the money to the cardholder.
But what if we can detect fraudulent transaction activity in real-time? This way we can take the required action to stop the same. We can use machine learning techniques to detect fraudulent transactions. We can use supervised or unsupervised methods of learning depending upon the dataset. For this project, we will be opting for unsupervised learning using Isolation Forest and Local Outlier Factor (LOF) algorithms.
Isolation Forests are similar to Random forests that are built based on decision trees. There are no pre-defined labels here and hence it is an unsupervised algorithm. It was built based on the fact that anomalies or outliers are the data points that are &ldquo;few and different.&rdquo; In an Isolation Forest, randomly sub-sampled data is processed in a tree structure based on randomly selected features. The sub-samples that travel deeper into the tree are less likely to be anomalies as they required more cuts to isolate them. The ones which ended up in shorter branches indicated anomalies as it was easier for the tree to separate them from other observations.
Local Outlier Factor or LOF is an unsupervised ML algorithm that identifies outliers with respect to the local neighborhoods as opposed to using the entire data distribution. The advantage of using a LOF is identifying points that are outliers relative to a local cluster of points. This algorithm is based on a concept of local density, where locality is given by k nearest neighbors, whose distance is used to estimate the density.
&nbsp;
Data Description
The dataset that we will use for this project consists of 15 numerical columns with 140000 rows which are a result of PCA transformation. These numerical values are nothing but masked credit card transactions. We do not have any background information on the features due to confidentiality reasons.
&nbsp;
Aim
To build a model that is able to correctly identify fraudulent credit card transactions from the valid transactions using Isolation Forest and Local Outlier Factor.
&nbsp;
Tech Stack

Language - Python
Libraries - sklearn, pandas, matplotlib, numpy, seaborn

Approach

Importing the required libraries and packages
Open the config.ini file. (This is a configuration file that can be edited according to your dataset)
Read the dataset (audio files)
Perform exploratory data analysis
Handle Missing Values
Find contamination amount
Model Training
Making predictions
"
143,Deep Learning Project for Time Series Forecasting in Python,"
Business Objective
Deep Learning has become a fundamental part of the new generation of Time Series Forecasting models, obtaining excellent results While in classical Machine Learning models - such as autoregressive models (AR) or exponential smoothing - feature engineering is performed manually and often some parameters are optimized also considering the domain knowledge, Deep Learning models learn features and dynamics only and directly from the data. Thanks to this, they speed up the process of data preparation and are able to learn more complex data patterns in a more complete way.
Till now, in this sequence of time-series projects, we have covered the machine learning topics such as Autoregression modelling, Moving Average Smoothing techniques, ARIMA model, Multiple linear regression, Gaussian process, and ARCH- GARCH models.
In this project, we will demonstrate how deep learning in time series can be used. There are four major models which will be built,

Multi-Layer Perceptron (MLP)
Convolutional Neural Network (CNN)
Long Short-Term Memory (LSTM)
Hybrid CNN &ndash; LSTM

(This is the seventh project of our time series list of projects; you can refer to the previous project through this link:&nbsp;Build ARCH and GARCH Models in Time Series using Python)
Data Description
The dataset is &ldquo;Call-centres&rdquo; data. This data is at month level wherein the calls are segregated at domain level as the call centre operates for various domains. There are also external regressors like no of channels and no of phone lines which essentially indicate the traffic prediction of the inhouse analyst and the resources available.
The total number of rows are 132 and number of columns are 8:

Month, healthcare, telecom, banking, technology, insurance, no of phonelines and no of channels.

Aim
We aim to build four deep learning models such as MLP, CNN, LSTM, and a hybrid CNN-LSTM model on the given time series dataset.

Tech stack

Language - Python
Libraries - pandas, numpy, matplotlib, TensorFlow

Approach

Import the required libraries and read the dataset
Perform descriptive analysis
Data pre-processing

Setting date as Index
Setting frequency as month


Exploratory Data Analysis (EDA) -

Data Visualization


Set the training format

Reshape the input data


Perform train-test split
MLP model

Define learning rate, number of epochs, and optimizer.
Build a sequential model with dense layers
Fit and train the model
Make predictions on the test data
Plot the results


CNN model

Reshape the data in three dimensions
Define learning rate, number of epochs, and optimizer.
Build a sequential model with convolution, max-pooling layers
Fit and train the model
Make predictions on the test data
Plot the results


LSTM model

Define learning rate, number of epochs, and optimizer.
Build a sequential model with LSTM layer and dense layers
Fit and train the model
Make predictions on the test data
Plot the results


CNN-LSTM model

Reshape the data in four dimensions
Define learning rate, number of epochs, and optimizer.
Build a sequential model
Fit the model
Make predictions on the test data
Plot the results


"
144,Recommender System Machine Learning Project for Beginners-3,"Business Overview&nbsp;
Imagine you want to buy a gift for your dear ones. You opened an eCommerce website on your phone and started searching for the gift. After a few minutes, you find a section which shows very similar gifts you wanted. Now you must be thinking, how do they know similar items based on one thing? Most platforms use the Recommendation system at the backend to show you the best items based on your search history. There are several choices in the digital market world, which are somehow too overwhelming for the user to choose from. There is always a need to filter and prioritize the relevant items for each user to engage the customers with the platform, which eventually impacts the revenue. Content-based filtering is one of the most used techniques to personalize the content for each user. It uses previous actions and feedback about users' liking to provide them with similar recommendations.&nbsp;
&nbsp;
As a part of a series of Recommender system projects, this project covers Recommendations using a wide variety of Content-Based Filtering algorithms in Python. It also demonstrates one of the developed algorithms using the Streamlit app framework. If you haven&rsquo;t already visited, here is the previous project of the series Recommender System Machine Learning Project for Beginners-2

Aim
To build a Recommender System using various content-based filtering techniques and similarity measures and to create a web application for the same using Streamlit

Data Description&nbsp;
The dataset contains about 4k products in various categories for a UK-based non-store online retail business. The company mainly sells unique all-occasion gifts with maximum wholesaler customers.&nbsp;

Tech Stack


Language: Python


Libraries:&nbsp; pandas, NumPy, seaborn, matplotlib, re, gensim



Approach


Data Description


Data Preprocessing


Ranking Functions


Building Recommendation system


Count Vectorizer


TFIDF Vectorizer


Word2Vec


FastText


Glove


Co-occurrence Matrix




Streamlit Web App 

"
145,"Streaming Data Pipeline using Spark, HBase and Phoenix","Business objective
Sensor networks clearly focus on a wide range of practice-oriented research as individual sensors and related networks for structural monitoring and highly efficient monitoring. The sensor network is designed to respond to emergencies in real-time while observing the radiation field. An intelligent system-based sensor network is presented and used to monitor the condition of remote wells. The network consists of three sensors used to collect oil field data, including temperature, pressure, and gas. Intelligent microprocessor sensors are generally designed for oil well data processing, critical failure alarms or signals, traditional data storage or signals, and data/status connections.&nbsp;
&nbsp;
Aim
To build an application that monitors oil wells. Sensors in oil rigs generate streaming data processed by Spark and stored in HBase for use by various analytical and reporting tools.
&nbsp;
Streaming data
Streaming data is continuously generated by thousands of data sources and typically sends datasets in small sizes (in the order of kilobytes) at the same time. Streaming data includes customer-generated log files using mobile or web applications, e-commerce purchases, in-game player activity, social networks, information from financial exchanges or geospatial services.
&nbsp;
Apache Phoenix
Apache Phoenix is ​​a massively parallel relational open-source database engine that uses Apache HBase as backing storage to support OLTP for Hadoop. Phoenix provides a JDBC driver that hides the complexity of NoSQL memory and allows users to create, delete, and modify SQL tables, views, indexes, and sequences. It allows inserting and deleting rows at once, one at a time, and querying the data via SQL. Phoenix compiles queries and other statements into the native NoSQL storage API instead of MapReduce. This allows you to build low latency applications on NoSQL storage.
&nbsp;
HBase
HBase is a non-relational distributed open-source database written in Java. It was developed as part of the Apache Software Foundation's Apache Hadoop project and ran on HDFS (Hadoop Distributed File System), providing Hadoop with Bigtable-like functionality. HBase provides column-by-column compression, in-memory operations, and Bloom filters, as described in the original Bigtable paper. HBase tables serve as input and output for MapReduce jobs running in Hadoop and can be accessed via the Java API, but can also be accessed via REST, Avro, or the Thrift Gateway API.
&nbsp;
Tech Stack


AWS EC2


Docker


Scala


HBase


Apache Spark SQL


Spark Structured Streaming


HDFS


Apache Phoenix


SBT


&nbsp;
Approach


Create an AWS EC2 instance and launch it.


Create docker images using docker-compose file on EC2 machine via ssh.


Download the dataset and load it into HDFS storage.


Read data from HDFS storage and write into HBase table using Spark.


Create Phoenix view on top of HBase table to analyze data using SQL queries.


&nbsp;
Architecture
&nbsp;
"
146,Build a Graph Based Recommendation System in Python -Part 1,"Business Objective:
There are hundreds of eCommerce websites with millions of products listed. Personalizing the content is much needed to engage the user with the platform. This is where recommendation systems come into the picture. You must have heard about some recommendation systems such as Content-Based, Collaborative filtering, etc. In recent years Graph, Learning-based Recommendation systems have witnessed fast development.This project aims to give you a brief idea about recommendation systems and how they work. Moreover, we build a recommendation system using Graph-based learning for an eCommerce platform.
Aim:
To build a Graph-based recommender system that will recommend the best product for the users in e-commerce platforms depending on their purchase and search history
Data Overview :
The dataset contains user information over 9 attributes for an eCommerce website
Tech Stack:


Language: Python


Packages: DuckDB, pandas, Numpy


File Management: Parquet


Database Management: SQL, SQL querying


Approach:


Understand the problem statement


Extract appropriate data


Understanding user journey on an eCommerce platform.&nbsp;


Introducing the concept of graphs to build the recommendation engine


Understanding graphs and their types


Predict using the Recommender engine

"
147,SQL Project for Data Analysis using Oracle Database-Part 1,"What is Dataset Analysis?
Dataset Analysis is defined as manipulating or processing unstructured data or raw data to draw valuable insights and conclusions that will help derive critical decisions that will add some business value. The dataset analysis process is followed by organizing the dataset, transforming the dataset, visualizing the dataset, and finally modeling the dataset to derive predictions for solving the business problems, making informed decisions, and effectively planning for the future.
&nbsp;
Data Pipeline:&nbsp;
It refers to a system for moving data from one system to another. The data may or may not be transformed, and it may be processed in real-time (or streaming) instead of batches. A data pipeline is extracting or capturing data using various tools, storing raw data, cleaning, validating data, transforming data into a query-worthy format, visualization of KPIs including Orchestration of the above process is data pipeline.
&nbsp;
What is the Agenda of the project?
The project&rsquo;s Agenda involves Analyzing the data using SQL on the Oracle Database Software. We first download the Oracle Database 21c edition from the official Oracle website and understand the problem. Then a Password is set up for the &ldquo;SYSTEM&rdquo; username during the setup of Oracle Database 21c software. Then SQL Plus is used to connect to Oracle Database using the same credentials of the Oracle Database 21c.&nbsp;
Further, a Database connection is established from SQL Developer to the Oracle Database using the &ldquo;SYSTEM&rdquo; username and the password. Then tables are created in the database followed by data insertion into tables and exploration, i.e., noticing relationships between tables, walking through the columns, and seeing comments. Records are displayed in an ordered manner, handling NULL values, and selecting records based on patterns like Wildcard, Operators, etc. Then working on Data Manipulation commands(DML) for Data Analysis. Then taking Backup of the Table where migration is going on and use COMMIT and ROLLBACK commands. Then listing down distinct records, further renaming columns, and finally, listing down employee details based on the complex nested conditions.
&nbsp;"
148,AWS MLOps Project to Deploy a Classification Model [Banking],"Business Objective
MLOps is a means of continuous delivery and deployment of a machine learning model.&nbsp;&nbsp;Practicing MLOps means that you advocate for automation and monitoring at all steps of ML system construction, including integration, testing, releasing, deployment, and infrastructure management.
In this project, we will be deploying the machine learning application for the Build Classification Algorithms for Digital Transformation [Banking]. Hence it is advised to go through this project first before. This project uses Amazon EKS (cloud platform), Amazon EC2, Elastic Load Balancing, etc services. Amazon EKS is a fully managed service that makes it easy to deploy, manage, and scale containerized applications using Kubernetes on AWS.
&nbsp;
Aim
Deploy a machine learning model to identify the potential borrower customers to support focused marketing and deploy them through a cloud provider (AWS)
&nbsp;
Tech stack

Language - Python
Services - AWS EKS, ECR, Load balancer, code commit, code deploy, code pipeline

&nbsp;
Prerequisites
It is advisable to have a basic knowledge of the following services to get an understanding of the project.

Flask
Aws ECR
AWS ECS
AWS EC2 Load balancer
AWS Code commit
AWS Code Build
AWS Code Deploy
AWS Code Pipeline

&nbsp;
Approach

Cluster creation steps




Create an EKS cluster master node.
Create Node groups in the EKS cluster
Create OIDC connection in the AWS Identity provider with EKS cluster
Install Kubernetes dashboard for monitoring
Install AWS Load balancer controller



&nbsp;

Create an ECR repository for the docker image

&nbsp;

EKS Yamls for our application




Create deployment yaml
create service yaml
create ingress yaml



&nbsp;

Code Pipeline for EKS




Create 2 code commit repositories one for flask ml application and another one for EKS yamls
Create 2 code build projects one for flask ml application and another one for EKS yamls
Create 2 code pipelines one for flask ml application and another one for EKS yamls




In the EKS yaml code pipeline, have both ECR repo and code commit repo as the source

&nbsp;

Push ML application into EKS




Create Flask application for our ML Application
Convert that Flask application into a docker Application
Test the docker application in your local
Push the Flask code to code commit, check the pipeline runs without any issues.
Once the Flask code pipeline ran successfully, check whether it triggers the second EKS yaml code pipeline.
If the second pipeline is triggered, check the API response for the update values.


"
149,Recommender System Machine Learning Project for Beginners-4,"Business Objective
We often ask our friends with the same tastes to recommend products to use, movies to watch, and whatnot. We trust the recommendations of friends whose taste is similar to ours. Collaborative filtering does the same job. Collaborative filtering is primarily focused on finding similarities between users and mutually encouraging user preferences. Collaborative filtering is the predictive process behind the recommendation engine. The recommendation engine analyzes information about users with similar tastes and assesses the target person's likelihood of enjoying something. Collaborative filtering uses various algorithms to filter data from user reviews and provide personalized recommendations to users with similar settings. Collaborative filtering uses interactions and data collected from other users to filter information.&nbsp;
As a part of a series of Recommender system projects, this project covers Recommendations using a wide variety of Collaborative Filtering algorithms in Python. If you haven&rsquo;t already visited, here is the previous project of the series Recommender System Machine Learning Project for Beginners-3

Data Description
This is a transactional data set containing the transactions for a UK-based non-store online retail. The company mainly sells unique all-occasion gifts.&nbsp;

Aim
To build a Recommender system using various Model-Based and Memory-based collaborative filtering techniques

Tech Stack


Language: Python


Libraries:&nbsp; sklearn, surprise, pandas, matplotlib, scipy, numpy, pickle



Approach:


Data Description


Data cleaning


Memory-based approach




User-to-User collaborative recommendation


Item-to-Item collaborative recommendation




Models:




KNN model


Non-negative Matrix Factorization (NMF)


Co-Clustering model




Evaluation metrics:




Root mean square error


Mean absolute error


Cross-validation score


 &nbsp; &nbsp; &nbsp; "
150,Build Portfolio Optimization Machine Learning Models in R,"Business Objective
Portfolio optimization is the process of choosing the optimal portfolio (asset distribution) from a set of all possible portfolios based on some criterion. Typically, the goal is to optimize parameters like expected return while minimizing variables like financial risk. In financial sense of word, the standard deviation of a time series is referred to as Risk or volatility and the difference between two points in a time series is defined as Return. &nbsp;
Optimizing the weights of asset classes to hold and optimizing the weights of assets within the same asset class are two common steps of portfolio optimization. The portfolios we create can be tailored to the preference of any individual. The said preferences are dependent on each person&rsquo;s unique utility function of the form &ndash;
F (U) = &alpha;Returns &ndash; &beta;Risk
We can see that the optimal amount of Risk and Return is proportional to the ratio of &alpha;/.
In this project, we will be creating a portfolio from stocks in the Canadian stock market. Log-returns of adjusted closing values of stocks being traded will be extracted using the Yahoo Finance API.&nbsp; We will select the top-performing Stocks next. Here TSX, that is Canada Stock Market Index, is used as a benchmark. We will develop multiple portfolios, learn their investment growth rate compared to TSX and then choose the optimal portfolio by referring to the CAPM analysis on multiple portfolios and the keymatrix.
&nbsp;
Data Description
We will be extracting the list of companies that currently have their stocks up for trading from Wikipedia and log returns of stocks using Yahoo Finance API.
&nbsp;
Aim
To perform CAPM analysis on stocks and find best suited portfolio using portfolio optimization.
&nbsp;
Tech Stack

Language - R
Libraries &ndash; tidyverse, tidyquant, htmltab, dplyr, rlang

&nbsp;
Approach

Importing the required libraries and packages
Open the config.ini file. (This is a configuration file which can be edited according to your dataset)
Extracting list of stocks currently being traded from Wikipedia
Formatting ticker names so that they can be recognized by Yahoo Finance API
Extracting log returns of stocks and the Index (XLK)
Perform CAPM analysis
Finding top stock percentile
Creating portfolios based on top performing tickers
Creating multiple portfolios using same Tickers as before but multiplied by our desired number of repetitions
Performing CAPM analysis on them
Calculating Key matrix
Deciding suitable portfolio by choosing the portfolio of interest from CAPM analysis and looking it up on the key matrix table
"
151,Build a Customer Churn Prediction Model using Decision Trees,"&nbsp;
Business Objective 
A Decision Tree is a Supervised learning technique that can be used for both classification and regression problems, but mostly it is preferred for solving Classification problems. It is a tree-structured classifier, where internal nodes represent the features of a dataset, branches represent the decision rules, and each leaf node represents the outcome.
It is a graphical representation of all possible solutions to a problem/decision based on given conditions. It is called a decision tree because similar to a tree, it starts with the root node, which expands on further branches and constructs a tree-like structure. A decision tree asks a question and based on the answer (Yes/No), it further splits the tree into subtrees.
In our case study, we will be working on a churn dataset. Churned Customers are those who have decided to end their relationship with their existing company.
XYZ is a service-providing company that provides customers with a one-year subscription plan for their product. The company wants to know if the customers will renew the subscription for the coming year or not.
We have already seen how the logistics regression model works on this dataset. It is advised to check this project first, Churn Analysis for Streaming App using Logistic Regression
In this project, we will try to fit the decision tree classifier on the given dataset.
&nbsp;
Data Description&nbsp;
This data provides information about a video streaming service&nbsp;company, where they want to predict if the customer will churn or not. The CSV consists of around 2000 rows and 16 columns
&nbsp;
Aim
Build a decision tree model on the given dataset to determine whether the customer will churn or not.
&nbsp;
Tech stack 

Language - Python
Libraries - NumPy, pandas, matplotlib, sklearn, pickle, imblearn

&nbsp;
Approach 

Importing the required libraries and reading the dataset.
Feature Engineering




Dropping of unwanted columns




Model Building




Performing train test split
Decision tree Model




Model Validation (predictions)




Accuracy score
Confusion matrix
ROC and AUC
Recall score
Precision score
F1-score




Feature Importance




Create a function to find important features
Plot the features


"
152,Build Deep Autoencoders Model for Anomaly Detection in Python,"Objective:
Autoencoders are used to learn compressed representations of raw data with Encoder and decoder as sub-parts. As a part of a series of Deep Learning projects, this project briefs about Autoencoders and its architecture. In this project, we build a deep learning model based on Autoencoders for Anomaly detection and deploy it using Flask. If you haven&rsquo;t already visited, here is the previous project of the series Deep Learning Project for Beginners with Source Code Part 1.

Aim :


To understand the theory behind Autoencoders


To develop a deep learning model based on Autoencoders to learn distributions and relationships between features of normal transactions


To deploy the model using Flask



Data Overview:
The dataset used is a transaction dataset, and it contains information for more than 100K transactions over several features.

Tech Stack:


Language: Python


Packages: Pandas, Numpy, matplotlib, Keras, Tensorflow


API service: Flask, Gunicorn



Approach


Understand business objective


Understand the data using EDA


Normalize and clean the data using Imputation


Understand idea behind Auto-encoders


Build a base auto-encoder model using Keras


Tune the model to extract the best performance


Extract predictions


Serve model as API endpoint using Flask


Perform real-time predictions

"
153,Build an AWS ETL Data Pipeline in Python on YouTube Data,"Business Overview
Many problems exist when deploying or transferring analytics to the cloud. Differences in features between on-premises and cloud data platforms, security, and governance are all technical concerns. The danger of moving on-premises data into the cloud has prompted organizations to limit cloud analytics initiatives, especially in regulated industries where data protection is crucial. Cloud-based safe Data Lake solutions aid in the development of rich analytics on data while classifying it into several storage phases, such as raw, cleansed, and analytical. This project aims to securely manage, streamline, and perform analysis on the structured and semi-structured YouTube videos data based on the video categories and the trending metrics.
&nbsp;
Data Pipeline
A data pipeline is a technique for transferring data from one system to another. The data may or may not be updated, and it may be handled in real-time (or streaming) rather than in batches. The data pipeline encompasses everything from harvesting or acquiring data using various methods to storing raw data, cleaning, validating, and transforming data into a query-worthy format, displaying KPIs, and managing the above process.
&nbsp;
Dataset Description
This Kaggle dataset contains statistics (CSV files) on daily popular YouTube videos over the course of many months. There are up to 200 trending videos published every day for many locations. The data for each region is in its own file. The video title, channel title, publication time, tags, views, likes and dislikes, description, and comment count are among the items included in the data. A category_id field, which differs by area, is also included in the JSON file linked to the region.
&nbsp;
Tech Stack:
➔ Languages SQL, Python3
➔ Services AWS S3, AWS Glue, QuickSight, AWS Lambda, AWS Athena, AWS IAM
&nbsp;
Amazon S3&nbsp;
Amazon S3 is an object storage service that provides manufacturing scalability, data availability, security, and performance. Users may save and retrieve any quantity of data using Amazon S3 at any time and from any location.
&nbsp;
AWS IAM
This is nothing but identity and access management which enables us to manage access to AWS services and resources securely. One can create and manage AWS users and groups, use permissions to allow and deny their access to AWS resources. It is a feature of AWS with no additional charge.
&nbsp;
QuickSight&nbsp;
Amazon QuickSight is a scalable, serverless, embeddable, machine learning powered business intelligence (BI) service built for the cloud. It is the first BI service to offer pay-per-session pricing, where you only pay when your users access their dashboards or reports, making it cost-effective for large-scale deployments. It can connect to various sources like Redshift, S3, Dynamo, RDS, files like JSON, text, CSV, TSV, Jira, Salesforce, and on-premises oracle SQL-server.
&nbsp;
AWS Glue&nbsp;
A serverless data integration service makes it easy to discover, prepare, and combine data for analytics, machine learning, and application development. It runs Spark/Python code without managing Infrastructure at a nominal cost. You pay only during the run time of the job. Also, you pay storage costs for Data Catalog objects. Tables may be added to the AWS Glue Data Catalog using a crawler. The majority of AWS Glue users employ this strategy. In a single run, a crawler can crawl numerous data repositories. The crawler adds or modifies one or more tables in your Data Catalog after it's finished.
&nbsp;
AWS Lambda
Lambda is a computing service that allows programmers to run code without having to create or manage servers. Lambda executes the code on high-availability computing infrastructure and manages all aspects of it, including server and operating system maintenance, capacity provisioning and automated scaling, code monitoring, and logging. Lambda allows you to run code for almost any form of application or backend service.
&nbsp;
AWS Athena
Athena is an interactive query service for S3 in which there is no need to load data it stays in S3. It is serverless and supports many data formats e.g CSV, JSON, ORC, Parquet, AVRO.
&nbsp;
Architecture

&nbsp;"
154,"Learn Object Tracking (SOT, MOT) using OpenCV and Python","Business Objective 
Object tracking is the task of automatically identifying objects in a video and interpreting them as a set of trajectories with high accuracy. Object tracking is an application of deep learning. It takes an initial set of object detections, creates a unique ID for each of the initial detections, and then tracks each object as they move around frames in a video, maintaining the ID assignment.
Object tracking can be done on two levels, Single Object Tracking (SOT) and Multiple Object Tracking (MOT). In single object tracking, only a single object is tracked even if the environment has multiple objects in it. The object to be tracked is determined by the initialization in the first frame. Whereas in multiple object tracking, all the objects present in the environment are tracked over time. If a detection-based tracker is used, it can also track new objects that emerge in the middle of the video.
&nbsp;
Data Description
In this particular project, we will use various video clips to perform object tracking.
&nbsp;
Aim
To perform single object tracking (SOT) and multiple object tracking (MOT) on a given input video using various algorithms.
&nbsp;
Tech stack 

Language - Python
Libraries - cv2, numpy, os, moviepy

&nbsp;
Approach 

Create a new virtual environment in your terminal
Importing the required libraries.
Single Object Tracking




Define a class for single object tracking
List the required algorithms that need to be implemented
Run the single object tracker object class
Select the desired object in the video and press enter




Multiple Object Tracking




Create a Multiple object tracking class
List the required algorithms that need to be implemented
Run the multiple object tracker object class
Select the desired objects in the video and press enter




Centroid tracking algorithm




Create a centroid algorithm class
Read the input video for face detection
Download the Caffe model
Execute the model to detect the faces from the input video




Stacking results




Import the required dependencies
Create a single object tracking class
List all the required algorithms
Create a function for stacking videos
Create a stacked video using the MoviePy module


"
